Title,Publication Number,Status,Country,File Year,Grant Year,Priority Year,Publication Year,Expiration Year,Ultimate Parent,Normalized Assignee,origin,fixed,floating,gravity-based,jacket,monopile,tripod,tripile,suction bucket,tlp,spar,semi-submersible,Region
Offshore wind power installation comprising interchangeable containers for housing subsystems,EP1240426,Expired,EP,2000.0,2004.0,1999.0,2002.0,2004.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Method and system for installing and transporting an offshore wind power station at sea,EP1228310,Expired,EP,2000.0,2007.0,1999.0,2002.0,2007.0,Yrjoe Rinta-jouppi,Yrjoe Rinta-jouppi,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind energy facility with a closed cooling circuit,EP1200733,Expired,EP,2000.0,2003.0,1999.0,2003.0,2020.0,Enercon Gmbh,Wobben Aloys,False,True,False,False,False,False,False,False,False,False,False,False,Europe
A method of placing a crane in connection with a windmill,WO0234664,Expired,WO,2001.0,,2000.0,2002.0,2003.0,Nordex Se,Nordex Energy Gmbh,True,True,False,False,False,False,False,False,False,False,False,False,Other
Wind park,WO0232739,Expired,WO,2001.0,,2000.0,2002.0,2003.0,Enercon Gmbh,Wobben Aloys,False,False,False,False,False,False,False,False,False,False,False,False,Other
Floating device for recovery of swell energy with a spiral lift,EP1700032,Expired,EP,2004.0,,2003.0,2006.0,2010.0,,,True,True,True,False,False,False,True,False,False,False,False,False,Europe
Offshore structure support and foundation for use with a wind turbine and an associated method of assembly,WO2006053254,Expired,WO,2005.0,,2004.0,2006.0,2007.0,Keystone Engineering,Keystone Engineering,False,True,False,False,False,False,False,False,False,False,False,False,Other
Ice composite bodies,WO9725483,Expired,WO,1997.0,,1996.0,1997.0,1998.0,Padraig Mcalister,Padraig Mcalister,False,False,False,False,False,False,False,False,False,False,False,False,Other
"Crane for raising longitudinal bodies, foundation for such a crane and method for raising of longitudinal bodies by means of such a crane",EP0776404,Expired,EP,1995.0,,1994.0,1997.0,1998.0,Vestas Wind Systems A/s,Micon As,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind-/wave-energy converter,EP0767876,Expired,EP,1995.0,2001.0,1994.0,2001.0,2015.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine with twin rotor,EP0761964,Expired,EP,1996.0,2002.0,1995.0,2002.0,2005.0,,,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Procedure and apparatus for increasing wind power density and recovering wind energy,WO9638668,Expired,WO,1996.0,,1995.0,1996.0,1997.0,Laempoetaito Oy,Laempoetaito Oy,True,False,False,False,False,False,False,False,False,False,False,False,Other
"Crane for raising longitudinal bodies, foundation for such a crane and method for raising of longitudinal bodies by means of such a crane",WO9605391,Expired,WO,1995.0,,1994.0,1996.0,1997.0,Vestas Wind Systems A/s,Micon As,False,False,False,False,False,False,False,False,False,False,False,False,Other
Offshore wind-/wave-energy converter,WO9600848,Expired,WO,1995.0,,1994.0,1996.0,1996.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Other
Method for controlling spindle-drive type yarn winder,EP0678468,Expired,EP,1995.0,1998.0,1994.0,1998.0,2015.0,"Toray Industries, Inc.",Toray Engineering Company Limited,False,True,True,False,False,False,False,False,False,False,False,False,Europe
Equipment for circulating of water,WO9424058,Expired,WO,1994.0,,1993.0,1994.0,1995.0,Toiminimi Koponen & Hiltunen,Toiminimi Koponen & Hiltunen,True,False,False,False,False,False,False,False,False,False,False,False,Other
Combined wind and wave power generator,WO9409272,Expired,WO,1993.0,,1992.0,1994.0,1995.0,"Applied Co., Ltd.",Applied Research & Technology Limited,True,True,False,True,False,False,False,False,False,False,False,False,Other
Apparatus for accumulating energy and converting energy in electrical power,EP0578868,Expired,EP,1992.0,,1992.0,1994.0,1994.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Winding machine,EP0571318,Expired,EP,1993.0,,1992.0,1993.0,1996.0,Rieter Holding Ag,Maschinenfabrik Rieter,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Macro-engineering process for all-weather at-sea wind-energy extraction.,EP0365600,Expired,EP,1988.0,1996.0,1987.0,1990.0,1996.0,Schremp Edward Jay,Schremp Edward Jay,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Macro-engineering process for all-weather at-sea wind-energy extraction,WO8810368,Expired,WO,1988.0,,1987.0,1988.0,1989.0,Schremp Edward Jay,Schremp Edward Jay,False,True,False,False,False,False,False,False,False,False,False,False,Other
Mounting feet for a off - shore wind turbine,EP1707808,Expired,EP,2006.0,2012.0,2005.0,2006.0,2012.0,Senvion Se,Senvion Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
An offshore wind turbine with liquid-cooling,EP1185790,Expired,EP,2000.0,2004.0,1999.0,2002.0,2004.0,Mhi Vestas Offshore Wind As,Mhi Vestas Offshore Wind As,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Generator for a windmill, stator module for use in such a generator and use of such a generator",EP1173915,Expired,EP,2000.0,2010.0,1998.0,2002.0,2010.0,Siemens Ag,Siemens Aktiengesellschaft,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Powertrain for power generator,EP1173919,Expired,EP,2000.0,,1999.0,2002.0,2010.0,"Platinum Equity, LLC",Clipper Windpower Inc,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Fixed location positioning of functional units on or in water,EP1174336,Expired,EP,2001.0,,2000.0,2002.0,2006.0,Maierform Maritime Technology Gmbh,Maierform Maritime Technology Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Vortex shedding and drag force reduction,WO0192733,Expired,WO,2001.0,,2000.0,2001.0,2002.0,Imperial College London Ltd.,Imperial College,False,True,False,False,False,False,False,False,False,False,False,False,Other
Protection of wind energy installatons against high winds,EP1154156,Expired,EP,2001.0,,2000.0,2001.0,2003.0,,,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Method for laying electrical cables from a first offshore wind power plant to a second offshore wind power plant,EP1145397,Expired,EP,1999.0,2002.0,1998.0,2001.0,2002.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
A wind and wave energy plant,WO0175302,Expired,WO,2001.0,,2000.0,2001.0,2002.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Other
Device for preventing penetration of corrosive salt particles in an offshore wind energy facility,EP1141544,Expired,EP,1999.0,2002.0,1998.0,2002.0,2019.0,Multibird Gmbh,"Multibrid Gmbh, 27572 Bremerhaven, De",False,True,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind turbine,EP1134410,Expired,EP,2000.0,2004.0,2000.0,2004.0,2017.0,General Electric Company,General Electric Company,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Apparatus and method for accessing a construction at sea,EP1129984,Expired,EP,2001.0,,2000.0,2001.0,2004.0,N.v. Kema,Kema Nv,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Method and apparatus for erecting a construction at sea,EP1130173,Expired,EP,2001.0,,2000.0,2001.0,2003.0,N.v. Kema,Kema Nv,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Trussed pylon for carrying a wind turbine,EP1130256,Expired,EP,2001.0,,2000.0,2001.0,2005.0,N.v. Kema,Kema Nv,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Method and vessel for installation of off-shore windmills,EP1101935,Expired,EP,2000.0,2004.0,1999.0,2001.0,2004.0,Siemens Ag,"Siemens Gamesa Renewable Energy As, Dk",False,True,False,False,False,False,False,False,False,False,False,False,Europe
"Method for using renewable energy sources, variants and powerplant module of up to one megawatt for realising the same",WO0075506,Expired,WO,2000.0,,1999.0,2000.0,2001.0,Rusetskij Aleksandr Nikolaevich,Rusetskij Aleksandr Nikolaevich,False,False,True,False,False,False,False,False,False,False,False,False,Other
"Method for installation of wind turbines at sea, foundation for wind turbines and use of such foundation",EP1058787,Expired,EP,1999.0,2005.0,1998.0,2005.0,2010.0,Siemens Ag,Siemens Aktiengesellschaft,True,True,False,False,False,False,False,False,False,False,False,False,Europe
An offshore wind turbine with liquid-cooling,WO0068570,Expired,WO,2000.0,,1999.0,2000.0,2001.0,Vestas Wind Systems A/s,Neg Micon A/s,False,False,False,False,False,False,False,False,False,False,False,False,Other
"Cooling for an electric machine, in particular for a rotating field machine",EP1032113,Expired,EP,2000.0,,1999.0,2000.0,2004.0,Kirloskar Electric Company Ltd.,Lloyd Dynamowerke Gmbh & Co. Kg,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Method of control of an offshore wind turbine,EP1013925,Expired,EP,1999.0,2004.0,1998.0,2000.0,2004.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Artificial wind turbine island,EP0995035,Expired,EP,1998.0,,1997.0,2000.0,2002.0,"Lagerwey Windturbine B.v., Barneveld","Lagerwey Windturbine B.v., Barneveld",True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Method for installation of wind turbines at sea, fundation for wind turbines and use of such foundation",WO9943956,Expired,WO,1999.0,,1998.0,1999.0,2000.0,Bonus Electrical Group Ltd.,Bonus Energy As,False,True,False,False,False,False,False,False,False,False,False,False,Other
Wind turbine mounted on buoyant wing kite,WO9913220,Expired,WO,1997.0,,1997.0,1999.0,2000.0,"Theodorus Istvan Van Bakkum, Mient 156 Te 2141 Tg Vijfhuizen.","Theodorus Istvan Van Bakkum, Mient 156 Te 2141 Tg Vijfhuizen.",True,False,False,False,False,False,False,False,False,False,False,False,Other
Wind turbine carried by tethered wing,WO9913221,Expired,WO,1998.0,,1997.0,1999.0,2000.0,"Theodorus Istvan Van Bakkum, Mient 156 Te 2141 Tg Vijfhuizen.","Theodorus Istvan Van Bakkum, Mient 156 Te 2141 Tg Vijfhuizen.",False,False,False,False,False,False,False,False,False,False,False,False,Other
Artificial wind turbine island,WO9902856,Expired,WO,1998.0,,1997.0,1999.0,2000.0,"Lagerwey Windturbine B.v., Barneveld","Lagerwey Windturbine B.v., Barneveld",False,False,False,False,False,False,False,False,False,False,False,False,Other
Ice composite bodies,EP0873450,Expired,EP,1997.0,,1996.0,1998.0,2002.0,Padraig Mcalister,Padraig Mcalister,False,False,False,False,False,False,False,False,False,False,False,False,Europe
A device for indicating wind,EP0813066,Expired,EP,1997.0,2002.0,1996.0,2002.0,2017.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine with floating foundation,EP1583907,Expired,EP,2003.0,2012.0,2003.0,2005.0,2012.0,Mhi Vestas Offshore Wind As,Mhi Vestas Offshore Wind As,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Method for offshore installation of a wind turbine,EP1581703,Expired,EP,2004.0,2011.0,2003.0,2005.0,2011.0,Eni S.p.a.,Saipem Sa,False,True,True,False,False,False,False,False,False,False,False,False,Europe
A method for reduction of axial power variations of a wind power plant,WO2005090781,Expired,WO,2005.0,,2004.0,2005.0,2006.0,"Sway As, Norway",Sway As,False,False,False,False,False,False,False,False,False,False,False,False,Other
"Copolymer having at least one alkoxy- or hydroxy-polyalkylene glycol grafted function, and use thereof",EP1569970,Expired,EP,2003.0,2011.0,2002.0,2005.0,2011.0,Omya International Ag,Omya International Ag,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Mounting of offshore structures,EP1567727,Expired,EP,2003.0,2010.0,2002.0,2005.0,2010.0,Ihc Iqip Uk Ltd,Ihc Iqip Uk Ltd,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine comprising driving gear that is integrated into the generator,WO2005075822,Expired,WO,2005.0,,2004.0,2005.0,2006.0,Siemens Ag,Siemens Aktiengesellschaft,False,False,False,False,False,False,False,False,False,False,False,False,Other
Offshore-wind power plant having an entry lock,WO2005073551,Expired,WO,2005.0,,2004.0,2005.0,2006.0,Enercon Gmbh,Wobben Aloys,False,True,False,False,False,False,False,False,False,False,False,False,Other
Floating device for recovery of swell energy with a spiral lift,WO2005068832,Expired,WO,2004.0,,2003.0,2005.0,2006.0,,,False,True,True,False,False,False,True,False,False,False,False,False,Other
Method and apparatus for converting sea waves and wind energy into electrical energy,WO2005065024,Expired,WO,2004.0,,2004.0,2005.0,2006.0,Haim Morgenstein,Haim Morgenstein,False,False,False,False,False,False,False,False,False,False,False,False,Other
"Assembly of energy flow collectors, such as windpark, and method of operation",EP1534951,Expired,EP,2003.0,2011.0,2002.0,2005.0,2011.0,Energieonderzoek Centrum Nederland,Stichting Energieonderzoek Centrum Nederland,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Access method between marine structures and apparatus,WO2005047097,Expired,WO,2004.0,,2003.0,2005.0,2006.0,The Engineering Business Limited,The Engineering Business Limited,False,False,False,False,False,False,False,False,False,False,False,False,Other
